rata;Rata;;;;;;;;;;;;;
rata_adj;Rata;;;;;;;;;;;;;
rata_desc;Rata;;;;;;;;;;;;;
tac;Tac;;;;;;;;;;;;;
tac_adj;Tac;;;;;;;;;;;;;
tac_desc;Tac;;;;;;;;;;;;;
deka;Deka;;;;;;;;;;;;;
deka_adj;Deka;;;;;;;;;;;;;
deka_desc;Deka;;;;;;;;;;;;;
tatl;Tatl;;;;;;;;;;;;;
tatl_adj;Tatl;;;;;;;;;;;;;
tatl_desc;Tatl;;;;;;;;;;;;;
da;Da;;;;;;;;;;;;;
da_adj;Da;;;;;;;;;;;;;
da_desc;Da;;;;;;;;;;;;;
ajuvk;Ajuvk;;;;;;;;;;;;;
ajuvk_adj;Ajuvk;;;;;;;;;;;;;
ajuvk_desc;Ajuvk;;;;;;;;;;;;;
raisula;Raisula;;;;;;;;;;;;;
raisula_adj;Raisula;;;;;;;;;;;;;
raisula_desc;Raisula;;;;;;;;;;;;;
tigose;Tigose;;;;;;;;;;;;;
tigose_adj;Tigose;;;;;;;;;;;;;
tigose_desc;Tigose;;;;;;;;;;;;;
karnas;Karnas;;;;;;;;;;;;;
karnas_adj;Karnas;;;;;;;;;;;;;
karnas_desc;Karnas;;;;;;;;;;;;;
tigaira;Tigaira;;;;;;;;;;;;;
tigaira_adj;Tigaira;;;;;;;;;;;;;
tigaira_desc;Tigaira;;;;;;;;;;;;;
akitk;Akitk;;;;;;;;;;;;;
akitk_adj;Akitk;;;;;;;;;;;;;
akitk_desc;Akitk;;;;;;;;;;;;;
dedk;Dedk;;;;;;;;;;;;;
dedk_adj;Dedk;;;;;;;;;;;;;
dedk_desc;Dedk;;;;;;;;;;;;;
kaisk;Kaisk;;;;;;;;;;;;;
kaisk_adj;Kaisk;;;;;;;;;;;;;
kaisk_desc;Kaisk;;;;;;;;;;;;;
qotk;Qotk;;;;;;;;;;;;;
qotk_adj;Qotk;;;;;;;;;;;;;
qotk_desc;Qotk;;;;;;;;;;;;;
qamk;Qamk;;;;;;;;;;;;;
qamk_adj;Qamk;;;;;;;;;;;;;
qamk_desc;Qamk;;;;;;;;;;;;;
terk;Terk;;;;;;;;;;;;;
terk_adj;Terk;;;;;;;;;;;;;
terk_desc;Terk;;;;;;;;;;;;;
kal;Kal;;;;;;;;;;;;;
kal_adj;Kal;;;;;;;;;;;;;
kal_desc;Kal;;;;;;;;;;;;;
kar;Kar;;;;;;;;;;;;;
kar_adj;Kar;;;;;;;;;;;;;
kar_desc;Kar;;;;;;;;;;;;;
wiek;Wiek;;;;;;;;;;;;;
wiek_adj;Wiek;;;;;;;;;;;;;
wiek_desc;Wiek;;;;;;;;;;;;;
wie;Wie;;;;;;;;;;;;;
wie_adj;Wie;;;;;;;;;;;;;
wie_desc;Wie;;;;;;;;;;;;;
ledk;Ledk;;;;;;;;;;;;;
ledk_adj;Ledk;;;;;;;;;;;;;
ledk_desc;Ledk;;;;;;;;;;;;;
dotk;Dotk;;;;;;;;;;;;;
dotk_adj;Dotk;;;;;;;;;;;;;
dotk_desc;Dotk;;;;;;;;;;;;;
lotk;Lotk;;;;;;;;;;;;;
lotk_adj;Lotk;;;;;;;;;;;;;
lotk_desc;Lotk;;;;;;;;;;;;;
sanra;Sanra;;;;;;;;;;;;;
sanra_adj;Sanra;;;;;;;;;;;;;
sanra_desc;Sanra;;;;;;;;;;;;;
bank;Bank;;;;;;;;;;;;;
bank_adj;Bank;;;;;;;;;;;;;
bank_desc;Bank;;;;;;;;;;;;;
talupta;Talupta;;;;;;;;;;;;;
talupta_adj;Talupta;;;;;;;;;;;;;
talupta_desc;Talupta;;;;;;;;;;;;;
reudauq;Reudaçuq;;;;;;;;;;;;;
reudauq_adj;Reudaçuq;;;;;;;;;;;;;
reudauq_desc;Reudaçuq;;;;;;;;;;;;;
c_reudauq;Reudaçuq;;;;;;;;;;;;;
c_reudauq_adj;Reudaçuq;;;;;;;;;;;;;
c_reudauq_desc;Reudaçuq;;;;;;;;;;;;;
PROV872;Reudaçuq;;;;;;;;;;;;;
PROV872_adj;Reudaçuq;;;;;;;;;;;;;
PROV872_desc;Reudaçuq;;;;;;;;;;;;;
anonauq;Anonaçuq;;;;;;;;;;;;;
anonauq_adj;Anonaçuq;;;;;;;;;;;;;
anonauq_desc;Anonaçuq;;;;;;;;;;;;;
c_anonauq;Anonaçuq;;;;;;;;;;;;;
c_anonauq_adj;Anonaçuq;;;;;;;;;;;;;
c_anonauq_desc;Anonaçuq;;;;;;;;;;;;;
PROV3026;Anonaçuq;;;;;;;;;;;;;
PROV3026_adj;Anonaçuq;;;;;;;;;;;;;
PROV3026_desc;Anonaçuq;;;;;;;;;;;;;
emalupta;Emalupta;;;;;;;;;;;;;
emalupta_adj;Emalupta;;;;;;;;;;;;;
emalupta_desc;Emalupta;;;;;;;;;;;;;
c_emalupta;Emalupta;;;;;;;;;;;;;
c_emalupta_adj;Emalupta;;;;;;;;;;;;;
c_emalupta_desc;Emalupta;;;;;;;;;;;;;
PROV3027;Emalupta;;;;;;;;;;;;;
PROV3027_adj;Emalupta;;;;;;;;;;;;;
PROV3027_desc;Emalupta;;;;;;;;;;;;;
luyara;Luyañra;;;;;;;;;;;;;
luyara_adj;Luyañra;;;;;;;;;;;;;
luyara_desc;Luyañra;;;;;;;;;;;;;
c_luyara;Luyañra;;;;;;;;;;;;;
c_luyara_adj;Luyañra;;;;;;;;;;;;;
c_luyara_desc;Luyañra;;;;;;;;;;;;;
PROV3028;Luyañra;;;;;;;;;;;;;
PROV3028_adj;Luyañra;;;;;;;;;;;;;
PROV3028_desc;Luyañra;;;;;;;;;;;;;
niyava;Niyava;;;;;;;;;;;;;
niyava_adj;Niyava;;;;;;;;;;;;;
niyava_desc;Niyava;;;;;;;;;;;;;
c_niyava;Niyava;;;;;;;;;;;;;
c_niyava_adj;Niyava;;;;;;;;;;;;;
c_niyava_desc;Niyava;;;;;;;;;;;;;
PROV3029;Niyava;;;;;;;;;;;;;
PROV3029_adj;Niyava;;;;;;;;;;;;;
PROV3029_desc;Niyava;;;;;;;;;;;;;
ronavya;Ronavya;;;;;;;;;;;;;
ronavya_adj;Ronavya;;;;;;;;;;;;;
ronavya_desc;Ronavya;;;;;;;;;;;;;
c_ronavya;Ronavya;;;;;;;;;;;;;
c_ronavya_adj;Ronavya;;;;;;;;;;;;;
c_ronavya_desc;Ronavya;;;;;;;;;;;;;
PROV3030;Ronavya;;;;;;;;;;;;;
PROV3030_adj;Ronavya;;;;;;;;;;;;;
PROV3030_desc;Ronavya;;;;;;;;;;;;;
wiyataw;Wiyataw;;;;;;;;;;;;;
wiyataw_adj;Wiyataw;;;;;;;;;;;;;
wiyataw_desc;Wiyataw;;;;;;;;;;;;;
c_wiyataw;Wiyataw;;;;;;;;;;;;;
c_wiyataw_adj;Wiyataw;;;;;;;;;;;;;
c_wiyataw_desc;Wiyataw;;;;;;;;;;;;;
PROV3031;Wiyataw;;;;;;;;;;;;;
PROV3031_adj;Wiyataw;;;;;;;;;;;;;
PROV3031_desc;Wiyataw;;;;;;;;;;;;;
nekouz;Nekoñuz;;;;;;;;;;;;;
nekouz_adj;Nekoñuz;;;;;;;;;;;;;
nekouz_desc;Nekoñuz;;;;;;;;;;;;;
c_nekouz;Nekoñuz;;;;;;;;;;;;;
c_nekouz_adj;Nekoñuz;;;;;;;;;;;;;
c_nekouz_desc;Nekoñuz;;;;;;;;;;;;;
PROV3032;Nekoñuz;;;;;;;;;;;;;
PROV3032_adj;Nekoñuz;;;;;;;;;;;;;
PROV3032_desc;Nekoñuz;;;;;;;;;;;;;
natanu;Natançu;;;;;;;;;;;;;
natanu_adj;Natançu;;;;;;;;;;;;;
natanu_desc;Natançu;;;;;;;;;;;;;
c_natanu;Natançu;;;;;;;;;;;;;
c_natanu_adj;Natançu;;;;;;;;;;;;;
c_natanu_desc;Natançu;;;;;;;;;;;;;
PROV3033;Natançu;;;;;;;;;;;;;
PROV3033_adj;Natançu;;;;;;;;;;;;;
PROV3033_desc;Natançu;;;;;;;;;;;;;
nataw;Nataw;;;;;;;;;;;;;
nataw_adj;Nataw;;;;;;;;;;;;;
nataw_desc;Nataw;;;;;;;;;;;;;
c_nataw;Nataw;;;;;;;;;;;;;
c_nataw_adj;Nataw;;;;;;;;;;;;;
c_nataw_desc;Nataw;;;;;;;;;;;;;
PROV3034;Nataw;;;;;;;;;;;;;
PROV3034_adj;Nataw;;;;;;;;;;;;;
PROV3034_desc;Nataw;;;;;;;;;;;;;
nupta;Nupta;;;;;;;;;;;;;
nupta_adj;Nupta;;;;;;;;;;;;;
nupta_desc;Nupta;;;;;;;;;;;;;
c_nupta;Nupta;;;;;;;;;;;;;
c_nupta_adj;Nupta;;;;;;;;;;;;;
c_nupta_desc;Nupta;;;;;;;;;;;;;
PROV3035;Nupta;;;;;;;;;;;;;
PROV3035_adj;Nupta;;;;;;;;;;;;;
PROV3035_desc;Nupta;;;;;;;;;;;;;
qicuqa;Qicuqa;;;;;;;;;;;;;
qicuqa_adj;Qicuqa;;;;;;;;;;;;;
qicuqa_desc;Qicuqa;;;;;;;;;;;;;
c_qicuqa;Qicuqa;;;;;;;;;;;;;
c_qicuqa_adj;Qicuqa;;;;;;;;;;;;;
c_qicuqa_desc;Qicuqa;;;;;;;;;;;;;
PROV3036;Qicuqa;;;;;;;;;;;;;
PROV3036_adj;Qicuqa;;;;;;;;;;;;;
PROV3036_desc;Qicuqa;;;;;;;;;;;;;
talasan;Talasan;;;;;;;;;;;;;
talasan_adj;Talasan;;;;;;;;;;;;;
talasan_desc;Talasan;;;;;;;;;;;;;
c_talasan;Talasan;;;;;;;;;;;;;
c_talasan_adj;Talasan;;;;;;;;;;;;;
c_talasan_desc;Talasan;;;;;;;;;;;;;
PROV3037;Talasan;;;;;;;;;;;;;
PROV3037_adj;Talasan;;;;;;;;;;;;;
PROV3037_desc;Talasan;;;;;;;;;;;;;
waluqa;Waluqa;;;;;;;;;;;;;
waluqa_adj;Waluqa;;;;;;;;;;;;;
waluqa_desc;Waluqa;;;;;;;;;;;;;
c_waluqa;Waluqa;;;;;;;;;;;;;
c_waluqa_adj;Waluqa;;;;;;;;;;;;;
c_waluqa_desc;Waluqa;;;;;;;;;;;;;
PROV3038;Waluqa;;;;;;;;;;;;;
PROV3038_adj;Waluqa;;;;;;;;;;;;;
PROV3038_desc;Waluqa;;;;;;;;;;;;;
licevi;Licevi;;;;;;;;;;;;;
licevi_adj;Licevi;;;;;;;;;;;;;
licevi_desc;Licevi;;;;;;;;;;;;;
c_licevi;Licevi;;;;;;;;;;;;;
c_licevi_adj;Licevi;;;;;;;;;;;;;
c_licevi_desc;Licevi;;;;;;;;;;;;;
PROV3039;Licevi;;;;;;;;;;;;;
PROV3039_adj;Licevi;;;;;;;;;;;;;
PROV3039_desc;Licevi;;;;;;;;;;;;;
satataw;Satataw;;;;;;;;;;;;;
satataw_adj;Satataw;;;;;;;;;;;;;
satataw_desc;Satataw;;;;;;;;;;;;;
c_satataw;Satataw;;;;;;;;;;;;;
c_satataw_adj;Satataw;;;;;;;;;;;;;
c_satataw_desc;Satataw;;;;;;;;;;;;;
PROV3040;Satataw;;;;;;;;;;;;;
PROV3040_adj;Satataw;;;;;;;;;;;;;
PROV3040_desc;Satataw;;;;;;;;;;;;;
amalasan;Amalasan;;;;;;;;;;;;;
amalasan_adj;Amalasan;;;;;;;;;;;;;
amalasan_desc;Amalasan;;;;;;;;;;;;;
c_amalasan;Amalasan;;;;;;;;;;;;;
c_amalasan_adj;Amalasan;;;;;;;;;;;;;
c_amalasan_desc;Amalasan;;;;;;;;;;;;;
PROV3041;Amalasan;;;;;;;;;;;;;
PROV3041_adj;Amalasan;;;;;;;;;;;;;
PROV3041_desc;Amalasan;;;;;;;;;;;;;
emaluqa;Emaluqa;;;;;;;;;;;;;
emaluqa_adj;Emaluqa;;;;;;;;;;;;;
emaluqa_desc;Emaluqa;;;;;;;;;;;;;
c_emaluqa;Emaluqa;;;;;;;;;;;;;
c_emaluqa_adj;Emaluqa;;;;;;;;;;;;;
c_emaluqa_desc;Emaluqa;;;;;;;;;;;;;
PROV3042;Emaluqa;;;;;;;;;;;;;
PROV3042_adj;Emaluqa;;;;;;;;;;;;;
PROV3042_desc;Emaluqa;;;;;;;;;;;;;
suyataw;Suyataw;;;;;;;;;;;;;
suyataw_adj;Suyataw;;;;;;;;;;;;;
suyataw_desc;Suyataw;;;;;;;;;;;;;
c_suyataw;Suyataw;;;;;;;;;;;;;
c_suyataw_adj;Suyataw;;;;;;;;;;;;;
c_suyataw_desc;Suyataw;;;;;;;;;;;;;
PROV3043;Suyataw;;;;;;;;;;;;;
PROV3043_adj;Suyataw;;;;;;;;;;;;;
PROV3043_desc;Suyataw;;;;;;;;;;;;;
qauq;Qaçuq;;;;;;;;;;;;;
qauq_adj;Qaçuq;;;;;;;;;;;;;
qauq_desc;Qaçuq;;;;;;;;;;;;;
c_qauq;Qaçuq;;;;;;;;;;;;;
c_qauq_adj;Qaçuq;;;;;;;;;;;;;
c_qauq_desc;Qaçuq;;;;;;;;;;;;;
PROV3044;Qaçuq;;;;;;;;;;;;;
PROV3044_adj;Qaçuq;;;;;;;;;;;;;
PROV3044_desc;Qaçuq;;;;;;;;;;;;;
rutupta;Rutupta;;;;;;;;;;;;;
rutupta_adj;Rutupta;;;;;;;;;;;;;
rutupta_desc;Rutupta;;;;;;;;;;;;;
c_rutupta;Rutupta;;;;;;;;;;;;;
c_rutupta_adj;Rutupta;;;;;;;;;;;;;
c_rutupta_desc;Rutupta;;;;;;;;;;;;;
PROV3045;Rutupta;;;;;;;;;;;;;
PROV3045_adj;Rutupta;;;;;;;;;;;;;
PROV3045_desc;Rutupta;;;;;;;;;;;;;
kutasan;Kutasan;;;;;;;;;;;;;
kutasan_adj;Kutasan;;;;;;;;;;;;;
kutasan_desc;Kutasan;;;;;;;;;;;;;
c_kutasan;Kutasan;;;;;;;;;;;;;
c_kutasan_adj;Kutasan;;;;;;;;;;;;;
c_kutasan_desc;Kutasan;;;;;;;;;;;;;
PROV3046;Kutasan;;;;;;;;;;;;;
PROV3046_adj;Kutasan;;;;;;;;;;;;;
PROV3046_desc;Kutasan;;;;;;;;;;;;;
rictaw;Rictaw;;;;;;;;;;;;;
rictaw_adj;Rictaw;;;;;;;;;;;;;
rictaw_desc;Rictaw;;;;;;;;;;;;;
c_rictaw;Rictaw;;;;;;;;;;;;;
c_rictaw_adj;Rictaw;;;;;;;;;;;;;
c_rictaw_desc;Rictaw;;;;;;;;;;;;;
PROV3047;Rictaw;;;;;;;;;;;;;
PROV3047_adj;Rictaw;;;;;;;;;;;;;
PROV3047_desc;Rictaw;;;;;;;;;;;;;
wicauq;Wicaçuq;;;;;;;;;;;;;
wicauq_adj;Wicaçuq;;;;;;;;;;;;;
wicauq_desc;Wicaçuq;;;;;;;;;;;;;
c_wicauq;Wicaçuq;;;;;;;;;;;;;
c_wicauq_adj;Wicaçuq;;;;;;;;;;;;;
c_wicauq_desc;Wicaçuq;;;;;;;;;;;;;
PROV3048;Wicaçuq;;;;;;;;;;;;;
PROV3048_adj;Wicaçuq;;;;;;;;;;;;;
PROV3048_desc;Wicaçuq;;;;;;;;;;;;;
napataw;Napataw;;;;;;;;;;;;;
napataw_adj;Napataw;;;;;;;;;;;;;
napataw_desc;Napataw;;;;;;;;;;;;;
c_napataw;Napataw;;;;;;;;;;;;;
c_napataw_adj;Napataw;;;;;;;;;;;;;
c_napataw_desc;Napataw;;;;;;;;;;;;;
PROV3049;Napataw;;;;;;;;;;;;;
PROV3049_adj;Napataw;;;;;;;;;;;;;
PROV3049_desc;Napataw;;;;;;;;;;;;;
anonavya;Anonavya;;;;;;;;;;;;;
anonavya_adj;Anonavya;;;;;;;;;;;;;
anonavya_desc;Anonavya;;;;;;;;;;;;;
c_anonavya;Anonavya;;;;;;;;;;;;;
c_anonavya_adj;Anonavya;;;;;;;;;;;;;
c_anonavya_desc;Anonavya;;;;;;;;;;;;;
PROV3050;Anonavya;;;;;;;;;;;;;
PROV3050_adj;Anonavya;;;;;;;;;;;;;
PROV3050_desc;Anonavya;;;;;;;;;;;;;
lapupta;Lapupta;;;;;;;;;;;;;
lapupta_adj;Lapupta;;;;;;;;;;;;;
lapupta_desc;Lapupta;;;;;;;;;;;;;
c_lapupta;Lapupta;;;;;;;;;;;;;
c_lapupta_adj;Lapupta;;;;;;;;;;;;;
c_lapupta_desc;Lapupta;;;;;;;;;;;;;
PROV3051;Lapupta;;;;;;;;;;;;;
PROV3051_adj;Lapupta;;;;;;;;;;;;;
PROV3051_desc;Lapupta;;;;;;;;;;;;;
ricavya;Ricavya;;;;;;;;;;;;;
ricavya_adj;Ricavya;;;;;;;;;;;;;
ricavya_desc;Ricavya;;;;;;;;;;;;;
c_ricavya;Ricavya;;;;;;;;;;;;;
c_ricavya_adj;Ricavya;;;;;;;;;;;;;
c_ricavya_desc;Ricavya;;;;;;;;;;;;;
PROV3052;Ricavya;;;;;;;;;;;;;
PROV3052_adj;Ricavya;;;;;;;;;;;;;
PROV3052_desc;Ricavya;;;;;;;;;;;;;
lapuqa;Lapuqa;;;;;;;;;;;;;
lapuqa_adj;Lapuqa;;;;;;;;;;;;;
lapuqa_desc;Lapuqa;;;;;;;;;;;;;
c_lapuqa;Lapuqa;;;;;;;;;;;;;
c_lapuqa_adj;Lapuqa;;;;;;;;;;;;;
c_lapuqa_desc;Lapuqa;;;;;;;;;;;;;
PROV3053;Lapuqa;;;;;;;;;;;;;
PROV3053_adj;Lapuqa;;;;;;;;;;;;;
PROV3053_desc;Lapuqa;;;;;;;;;;;;;
achicsan;Achicsan;;;;;;;;;;;;;
achicsan_adj;Achicsan;;;;;;;;;;;;;
achicsan_desc;Achicsan;;;;;;;;;;;;;
c_achicsan;Achicsan;;;;;;;;;;;;;
c_achicsan_adj;Achicsan;;;;;;;;;;;;;
c_achicsan_desc;Achicsan;;;;;;;;;;;;;
PROV3054;Achicsan;;;;;;;;;;;;;
PROV3054_adj;Achicsan;;;;;;;;;;;;;
PROV3054_desc;Achicsan;;;;;;;;;;;;;
ruyauz;Ruyañuz;;;;;;;;;;;;;
ruyauz_adj;Ruyañuz;;;;;;;;;;;;;
ruyauz_desc;Ruyañuz;;;;;;;;;;;;;
c_ruyauz;Ruyañuz;;;;;;;;;;;;;
c_ruyauz_adj;Ruyañuz;;;;;;;;;;;;;
c_ruyauz_desc;Ruyañuz;;;;;;;;;;;;;
PROV3055;Ruyañuz;;;;;;;;;;;;;
PROV3055_adj;Ruyañuz;;;;;;;;;;;;;
PROV3055_desc;Ruyañuz;;;;;;;;;;;;;
ruqa;Ruqa;;;;;;;;;;;;;
ruqa_adj;Ruqa;;;;;;;;;;;;;
ruqa_desc;Ruqa;;;;;;;;;;;;;
c_ruqa;Ruqa;;;;;;;;;;;;;
c_ruqa_adj;Ruqa;;;;;;;;;;;;;
c_ruqa_desc;Ruqa;;;;;;;;;;;;;
PROV3056;Ruqa;;;;;;;;;;;;;
PROV3056_adj;Ruqa;;;;;;;;;;;;;
PROV3056_desc;Ruqa;;;;;;;;;;;;;
qicora;Qicoñra;;;;;;;;;;;;;
qicora_adj;Qicoñra;;;;;;;;;;;;;
qicora_desc;Qicoñra;;;;;;;;;;;;;
c_qicora;Qicoñra;;;;;;;;;;;;;
c_qicora_adj;Qicoñra;;;;;;;;;;;;;
c_qicora_desc;Qicoñra;;;;;;;;;;;;;
PROV3057;Qicoñra;;;;;;;;;;;;;
PROV3057_adj;Qicoñra;;;;;;;;;;;;;
PROV3057_desc;Qicoñra;;;;;;;;;;;;;
wonauq;Wonaçuq;;;;;;;;;;;;;
wonauq_adj;Wonaçuq;;;;;;;;;;;;;
wonauq_desc;Wonaçuq;;;;;;;;;;;;;
c_wonauq;Wonaçuq;;;;;;;;;;;;;
c_wonauq_adj;Wonaçuq;;;;;;;;;;;;;
c_wonauq_desc;Wonaçuq;;;;;;;;;;;;;
PROV3058;Wonaçuq;;;;;;;;;;;;;
PROV3058_adj;Wonaçuq;;;;;;;;;;;;;
PROV3058_desc;Wonaçuq;;;;;;;;;;;;;
enyaytaw;Enyaytaw;;;;;;;;;;;;;
enyaytaw_adj;Enyaytaw;;;;;;;;;;;;;
enyaytaw_desc;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw_adj;Enyaytaw;;;;;;;;;;;;;
c_enyaytaw_desc;Enyaytaw;;;;;;;;;;;;;
PROV3059;Enyaytaw;;;;;;;;;;;;;
PROV3059_adj;Enyaytaw;;;;;;;;;;;;;
PROV3059_desc;Enyaytaw;;;;;;;;;;;;;
anyayva;Anyayva;;;;;;;;;;;;;
anyayva_adj;Anyayva;;;;;;;;;;;;;
anyayva_desc;Anyayva;;;;;;;;;;;;;
c_anyayva;Anyayva;;;;;;;;;;;;;
c_anyayva_adj;Anyayva;;;;;;;;;;;;;
c_anyayva_desc;Anyayva;;;;;;;;;;;;;
PROV3060;Anyayva;;;;;;;;;;;;;
PROV3060_adj;Anyayva;;;;;;;;;;;;;
PROV3060_desc;Anyayva;;;;;;;;;;;;;
dikauq;Dikaçuq;;;;;;;;;;;;;
dikauq_adj;Dikaçuq;;;;;;;;;;;;;
dikauq_desc;Dikaçuq;;;;;;;;;;;;;
c_dikauq;Dikaçuq;;;;;;;;;;;;;
c_dikauq_adj;Dikaçuq;;;;;;;;;;;;;
c_dikauq_desc;Dikaçuq;;;;;;;;;;;;;
PROV3061;Dikaçuq;;;;;;;;;;;;;
PROV3061_adj;Dikaçuq;;;;;;;;;;;;;
PROV3061_desc;Dikaçuq;;;;;;;;;;;;;
qavati;Qavati;;;;;;;;;;;;;
qavati_adj;Qavati;;;;;;;;;;;;;
qavati_desc;Qavati;;;;;;;;;;;;;
c_qavati;Qavati;;;;;;;;;;;;;
c_qavati_adj;Qavati;;;;;;;;;;;;;
c_qavati_desc;Qavati;;;;;;;;;;;;;
PROV3062;Qavati;;;;;;;;;;;;;
PROV3062_adj;Qavati;;;;;;;;;;;;;
PROV3062_desc;Qavati;;;;;;;;;;;;;
tapauq;Tapaçuq;;;;;;;;;;;;;
tapauq_adj;Tapaçuq;;;;;;;;;;;;;
tapauq_desc;Tapaçuq;;;;;;;;;;;;;
c_tapauq;Tapaçuq;;;;;;;;;;;;;
c_tapauq_adj;Tapaçuq;;;;;;;;;;;;;
c_tapauq_desc;Tapaçuq;;;;;;;;;;;;;
PROV3063;Tapaçuq;;;;;;;;;;;;;
PROV3063_adj;Tapaçuq;;;;;;;;;;;;;
PROV3063_desc;Tapaçuq;;;;;;;;;;;;;
talavya;Talavya;;;;;;;;;;;;;
talavya_adj;Talavya;;;;;;;;;;;;;
talavya_desc;Talavya;;;;;;;;;;;;;
c_talavya;Talavya;;;;;;;;;;;;;
c_talavya_adj;Talavya;;;;;;;;;;;;;
c_talavya_desc;Talavya;;;;;;;;;;;;;
PROV3064;Talavya;;;;;;;;;;;;;
PROV3064_adj;Talavya;;;;;;;;;;;;;
PROV3064_desc;Talavya;;;;;;;;;;;;;
atupta;Atupta;;;;;;;;;;;;;
atupta_adj;Atupta;;;;;;;;;;;;;
atupta_desc;Atupta;;;;;;;;;;;;;
c_atupta;Atupta;;;;;;;;;;;;;
c_atupta_adj;Atupta;;;;;;;;;;;;;
c_atupta_desc;Atupta;;;;;;;;;;;;;
PROV3065;Atupta;;;;;;;;;;;;;
PROV3065_adj;Atupta;;;;;;;;;;;;;
PROV3065_desc;Atupta;;;;;;;;;;;;;
kalevi;Kalevi;;;;;;;;;;;;;
kalevi_adj;Kalevi;;;;;;;;;;;;;
kalevi_desc;Kalevi;;;;;;;;;;;;;
c_kalevi;Kalevi;;;;;;;;;;;;;
c_kalevi_adj;Kalevi;;;;;;;;;;;;;
c_kalevi_desc;Kalevi;;;;;;;;;;;;;
PROV3066;Kalevi;;;;;;;;;;;;;
PROV3066_adj;Kalevi;;;;;;;;;;;;;
PROV3066_desc;Kalevi;;;;;;;;;;;;;
wapauq;Wapaçuq;;;;;;;;;;;;;
wapauq_adj;Wapaçuq;;;;;;;;;;;;;
wapauq_desc;Wapaçuq;;;;;;;;;;;;;
